diario|id_news|snippet|svm_prediction|time|title|year
El Universo|ecuador_eluniverso_2016_16|El crimen de las dos jóvenes mendocinas en Montañita, en febrero pasado, estremeció a miles en Ecuador, Argentina y otros países de la región y del mundo.|crime|9 Mar. 2016|Una canción para las argentinas asesinadas en Ecuador|2016.0
El Universo|ecuador_eluniverso_2016_77|Lo hizo con la fundación Techo Ecuador. En el colegio fiscal Rafael García Goyena, donde estudió Robert Salazar, también hubo conmoción por su muerte.|crime|7 Nov. 2016|Asesinado periodista de EL UNIVERSO en un asalto|2016.0
El Universo|ecuador_eluniverso_2016_88|Según el texto, el hombre sería quien coordinaba las rutas para llevar ilegalmente menores de edad desde Ecuador hacia Estados Unidos y también quien ...|crime|23 May. 2016|Colombia detiene a ecuatoriano señalado de tráfico de niños|2016.0
El Universo|ecuador_eluniverso_2016_116|La Corte Interamericana de Derechos Humanos (CorteIDH) condenó a Ecuador por tortura y privación ilegal de libertad a cuatro ciudadanos extranjeros, que ...|crime|28 Oct. 2016|Corte Interamericana condena a Ecuador por tortura y detención ...|2016.0
El Universo|ecuador_eluniverso_2017_92|En Ecuador, las autoridades indicaron que entre los 11 detenidos consta Freddy Eduardo Z. H., un capitán de Policía, de 34 años, en servicio activo, quien se ...|crime|13 abr. 2017|12 millones de dólares y 11 detenidos, en operativo antinarcótico en ...|2017.0
El Universo|ecuador_eluniverso_2017_100|Una turista argentina denunció que hace pocas semanas sufrió un ataque en Vilcabamba, en la provincia de Loja. Andrea Carenzo, de 31 años, narró en sus ...|crime|28 dic. 2017|Turista argentina denuncia agresión en Vilcabamba|2017.0
El Universo|ecuador_eluniverso_2017_101|Total: 132 casos de femicidio hasta el 24 de octubre de 2017, según la Comisión Ecuménica de Derechos Humanos. Las cifras del Ministerio del Interior y de la ...|crime|23 Nov. 2017|Los casos de femicidio en 2017 en Ecuador|2017.0
El Universo|ecuador_eluniverso_2018_4|El hombre que habla en el video, entregado por Guacho, afirma tener familia en Ecuador. pic.twitter.com/isv1EWdtK8 vía @santiagomolinao. — El Universo ...|crime|17 abr. 2018|Autoridades de Ecuador confirman secuestro de una pareja en la ...|2018.0
El Universo|ecuador_eluniverso_2018_19|Se trata de 'Brayan', integrante de la red vinculada a la violencia en la frontera entre Ecuador y Colombia, cuyos atentados se registran desde enero pasado.|crime|18 abr. 2018|Capturan en Colombia a 'Brayan', lugarteniente de 'Guacho'|2018.0
El Universo|ecuador_eluniverso_2018_22|El presidente Moreno refirió incluso que es la primera vez que se da en Ecuador. El fiscal general, Carlos Baca Mancheno, dijo en rueda de prensa que ...|crime|27 ene. 2018|Atentado con coche bomba en cuartel policial en Esmeraldas deja 28 ...|2018.0
El Universo|ecuador_eluniverso_2018_25|Su secuestro es el primero que golpea a la prensa ecuatoriana en tres décadas. Los dos periodistas y el conductor del diario El Comercio están secuestrados ...|crime|3 abr. 2018|¿Quiénes son los tres periodistas secuestrados en Ecuador?|2018.0
El Universo|ecuador_eluniverso_2018_52|... contra miembros de grupos armados disidente relacionados directamente con el narcotráfico que operan en Colombia, al margen de la frontera ecuatoriana.|crime|27 Mar. 2018|Equipo periodístico de diario El Comercio fue secuestrado, confirman ...|2018.0
El Universo|ecuador_eluniverso_2018_57|El fiscal colombiano Néstor Martínez, durante el encuentro internacional sobre extinción de dominio, afirmó que el atentado con coche bomba de este sábado ...|crime|29 ene. 2018|Fiscal de Colombia vincula el atentado en Ecuador con un disidente ...|2018.0
El Universo|ecuador_eluniverso_2018_66|Actualizado a las 18:52. Varios uniformados en servicio activo y personal civil fueron detenidos en siete allanamientos a recintos militares como parte del ...|crime|17 Oct. 2018|Detienen a militares e indagan sus vínculos con alias 'Guacho'|2018.0
El Universo|ecuador_eluniverso_2018_80|Los familiares del equipo periodístico secuestrado y asesinado en la frontera norte se reúnen hoy, a las 18:00, con el presidente Lenín Moreno, para recibir la ...|crime|13 May. 2018|Familias de periodistas asesinados esperan primeros datos ...|2018.0
El Universo|ecuador_eluniverso_2018_91|Seis presuntos integrantes de la agrupación Oliver Sinisterra, liderada por alias Guacho fueron dados de baja en una operación realizada por el Ejército ...|crime|5 Jun. 2018|Usan canes para rastrear cadáveres de periodistas|2018.0
El Universo|ecuador_eluniverso_2018_101|El volcán La Cumbre de la isla Fernandina entró en un nuevo proceso de erupción, indicó este sábado la Dirección del Parque Nacional Galápagos (PNG).|other|16 Jun. 2018|El volcán de la isla Fernandina en Galápagos entró en erupción|2018.0
El Universo|ecuador_eluniverso_2018_102|... de ataques que pudimos recrear en esta para (en referencia a la pausa del campeonato por la participación de la selección de Ecuador en amistosos)”.|sports|25 Nov. 2018|Jugadores de Emelec están 'estimulados', dice DT Soso|2018.0
El Universo|ecuador_eluniverso_2018_107|... resultaron heridos durante operativos militares en el departamento colombiano de Putumayo, limítrofe con Ecuador, dijeron las autoridades este miércoles.|crime|16 May. 2018|Ocho disidentes de FARC mueren en combates en zona fronteriza ...|2018.0
La Hora (Ecuador)|ecuador_lahora_2016_31|Se trata de los directivos del hospital de Guayaquil que resolvieron no recibir pacientes por la falta de recursos. El coronel de Estado Mayor Conjunto del ...|crime|28 ene. 2016|Cordero pide la disponibilidad de dos oficiales del Ejército|2016.0
La Hora (Ecuador)|ecuador_lahora_2016_38|El Ministerio de Justicia, Derechos Humanos y Cultos de Ecuador informó hoy, 19 de abril de 2016, que 416 personas privadas de libertad (PPL) que estaban ...|crime|19 abr. 2016|416 presos de El Rodeo son trasladados a cárcel de Guayas tras ...|2016.0
La Hora (Ecuador)|ecuador_lahora_2016_45|QUITO Esta mañana (16 de marzo de 2016) fueron capturados por la Policía tres supuestos 'sacapintas', quienes iban a robar a un cliente de una agencia del ...|crime|16 Mar. 2016|Capturan a tres supuestos 'sacapintas' en el sur de Quito|2016.0
La Hora (Ecuador)|ecuador_lahora_2017_5|Entre 3 y 4 niñas son violadas cada día en Ecuador ... se presentaron las cifras más recientes que se tienen sobre la violencia contra las mujeres en Ecuador.|crime|12 Jul. 2017|Entre 3 y 4 niñas son violadas cada día en Ecuador|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_26|6 provincias concentran casos de femicidios en Ecuador ... pasado, lo que da cuenta que cada 50 horas una mujer es ultimada violentamente en Ecuador.|crime|10 Sep. 2017|6 provincias concentran casos de femicidios en Ecuador|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_27|Cada día en Ecuador, un promedio de 10 menores de edad sufren violaciones, acoso, explotación sexual o son exhibidos para prostitución e, inclusive, ...|crime|3 Oct. 2017|10 niños son abusados cada día en Ecuador|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_30|Cuatro de estos cárteles tendrían operaciones en Ecuador, entre estos, los de Sinaloa, liderado por el 'Chapo' Guzmán, Zetas, el de la familia Michoacana y el ...|crime|13 Nov. 2017|Policía niega existencia de carteles mexicanos operando en Ecuador|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_34|Tras reunirse con varias autoridades durante una visita realizada a Ecuador, la semana pasada, la directora de la División de Programas de ONU Mujeres, ...|crime|20 ago. 2017|Femicidios: ONU Mujeres pide 'estadísticas claras' a Ecuador|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_41|La Fiscal Diana Salazar, quien lleva investigaciones sobre el caso Odebrech en Ecuador, recibió amenazas de muerte a través de un video denominado ...|crime|22 Oct. 2017|Fiscal Diana Salazar recibe amenazas de muerte|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_45|A eso se suma que los cultivos ilícitos han crecido, el narcotráfico sigue imparable y la minería ilegal alimenta la violencia en los territorios cercanos a Ecuador.|crime|9 Jul. 2017|Terrorismo presente en la frontera entre Colombia y Ecuador|2017.0
La Hora (Ecuador)|ecuador_lahora_2018_0|“Me duele inmensamente esto que ha sucedido, Hemos estado muy pendientes y en constante comunicación con el Presidente de Ecuador, Lenin Moreno, ...|crime|15 abr. 2018|Santos: 'A los periodistas los secuestraron en Ecuador y ...|2018.0
La Hora (Ecuador)|ecuador_lahora_2018_12|Un artefacto explosivo estalló en un cuartel de la policía de Ecuador en la provincia de Esmeraldas (norte), dejando 24 heridos leves, entre uniformados y ...|crime|27 ene. 2018|Ecuador: Atentado deja varios heridos en San Lorenzo, Esmeraldas|2018.0
La Hora (Ecuador)|ecuador_lahora_2018_17|El Sistema de Naciones Unidas y la representación de la Unión Europea en Ecuador condenaron el ataque registrado el martes en Mataje, que dejó tres ...|crime|21 Mar. 2018|Condena' internacional tras ataque terrorista en la frontera de Ecuador|2018.0
La Hora (Ecuador)|ecuador_lahora_2018_20|Reiteró que en Colombia contra Orozco no hay ningún proceso y que su captura es por la petición de extradición que hace Ecuador. El accidente ocurrió en la ...|crime|31 ago. 2018|Capturan en Colombia a implicada en bus con droga para extraditarla ...|2018.0
La Hora (Ecuador)|ecuador_lahora_2018_22|Casi 300.000 personas están a oscuras en la convulsa frontera colombiana con Ecuador, a raíz de un atentado atribuido este jueves por el ejército a la guerrilla ...|crime|19 abr. 2018|Ataque deja sin luz a miles de personas en la frontera de Colombia y ...|2018.0
La Hora (Ecuador)|ecuador_lahora_2018_37|"Narcotráfico, una amenaza para Ecuador. CAPO. Joaquín 'el Chapo' Guzmán fue recapturado en 2016 y en la actualidad enfrenta un juicio en ..."""""|crime|13 dic. 2018|Narcotráfico, una amenaza para Ecuador|2018.0
El Universo|ecuador_eluniverso_2017_30|Padres de familia y alumnos de algunos planteles, más agentes de Policía participan de la búsqueda de Emilia Alejandra Benavídez Cuenca, de 9 años, cuya ...|crime|16 dic. 2017|Reporte de niña desaparecida activa a lojanos|2017.0
El Universo|ecuador_eluniverso_20190814|UNo de los dos tíos acusados de violar a una niña de 6 años en Pichincha, fue sentenciado a 22 años de cárcel;el otro continúa prófugo, según las autoridades.|crime|14 ag. 2019|22 años de prisión para tío que violaba a niña|2019.0
El Universo|ecuador_eluniverso_20190814|Mujer de 18 años denunció que fue ultrajada en una unidad de transporte público. El abuso quedó registrado en los videos del bus y él fue detenido.|crime|14 ag. 2019|Mujer denuncia abuso sexual en bus y con su hija en brazos|2019.0
El Universo|ecuador_eluniverso_20190814|Antisociales vestidos de policías asaltaron la casa de un exjuez de la Corte Suprema de Justicia, en Montecristi.|crime|14 ag.2019|Roban vivienda de exjuez en Manabí|2019.0
El Universo|ecuador_eluniverso_20190814|Dos sujetos a bordo de una moto lanzaron un artefacto explosivo al auto en el que se movilizaba un abogado.|crime|14 ag. 2019|Atentado en contra de jurista, en El Oro|2019.0
El Universo|ecuador_eluniverso_20190814|Uniformado había llegado a Quito para celebrar un matrimonio. Recibió puñalada mortal. El policía identificado como Ángelo Paillacho fue asesinado la noche del viernes...|crime|14 ag. 2019|Mataron a policía por robarle; hay 2 heridos|2019.0
El Universo|ecuador_eluniverso_20190815|La poliía investiga un femicidio y posterior suicidio en el norte de Quito. Según un parte policial, Doris Camacho, de 37 años, y Luis Simbaña, de 45, aparecieron muertos en el interior de un domicilio...|crime|15 ag. 2019|Femicidio y suicidio se investigan en Quito|2019.0
El Universo|ecuador_eluniverso_20190815|Dos motorizados, con arma en mano, asaltaron el domingo pasado a una pareja que se movilizaba en un auto a pleno día en la ciudadela Los Ceibos.|crime|15 ag. 2019|Sin pistas de dos asaltantes de una pareja en Los Ceibos|2019.0
El Universo|ecuador_eluniverso_20190815|Dos hombres que se resistieron al robo de un celular fueron heridos de bala, la madrugada de ayer...|crime|15 ag. 2019|Dos heridos por resistirsee a robo|2019.0
El Universo|ecuador_eluniverso_20190815|Un grupo de personas retuvo y entregó a la Policía a un presunto delincuente en las calles Junín y Pichincha, luego de que fuera acusado de robo...|crime|15 ag. 2019|Presunto antisocial detenido por habitantes|2019.0
El Universo|ecuador_eluniverso_20190813|Una sentencia condenatoria a una mujer acusada de violar a una niña de 3 años fue ratificada por la Sala Penal de la Corte Provincial de justicia de Pichincha.|crime|13 ag. 2019|Ratifican sentencia por abuso a niña|2019.0
El Universo|ecuador_eluniverso_20190813|En quince días se aspira a que se realice la audiencia de sustentación y presentación del dictamen fiscal en contra de las dos personas detenidas por las muertes...|crime|13 ag.2019|Alistan audiencia por la muerte de universitarias|2019.0
El Universo|ecuador_eluniverso_20190813|Defensor de jurista analiza demandar a autoridades por difamación al vincularlo a narcos.|crime|13 ag. 2019|Acusados piden en audiencia no ser llevados a Penitenciaría|2019.0
El Universo|ecuador_eluniverso_20190813|Seis años después de que 17 personas de nacionalidad waorani atacaran a miembros de una comunidad taromenane, provocando la muerte de varias personas, un tribunal de Garantías Penales...|crime|13 ag. 2019|Sentencian a waoranis a trabajos, por crimen|2019.0
 | |Profesor de una escuela del cantón Mejía detenido por ser presunto autor de ... zapatos deportivos se reduce y para implementos se baja a cero en Ecuador.|crime|20 oct. 2017|Profesor de una escuela del cantón Mejía detenido por ser presunto ...|2017.0
 | |Los datos de la Fiscalía son decidores: en Ecuador, 9 de cada 10 agresores forman ... de abuso sexual en la familia o en la escuela e iglesia, según la entidad.|crime|18 oct. 2017|Cómo detectar si un niño es víctima de abuso sexual y cómo actuar ...|2017.0
 | |Apenas tenía 8 años y con engaños fue llevado al baño de la escuela donde ... del caso junto con Pedro Granja y la Federación de Abogados del Ecuador.|crime|25 oct. 2017|Niño de 8 años se infectó con VIH por la violación en una escuela de ...|2017.0
 | | El delito habría ocurrido en los baños de una escuela pública del norte de la ... Aún hay trabas en casos de violencia sexual en Ecuador · El caso de tortura ...|crime|12 sep. 2018|Juicio por tortura contra niños de escuela de Guayaquil se retomará el ...|2018.0
 | |Min Interior Ecuador (@MinInteriorEc) 15 de octubre de 2018 · Niña de 12 años sacada por la fuerza de escuela en Cascales lleva 20 días desaparecida en la ...|crime|15 oct. 2018|Niña secuestrada en Sucumbíos y rescatada en Colombia se reúne ...|2018.0
 | |La placa será develada en memoria de los niños del sexto C y llevará está frase: “Por las víctimas de abuso infantil en el sistema educativo”.|crime|19 jun. 2017|Pese a abuso sexual a 41 niños, colegio no cierra el caso|2017.0
 | | Doce computadoras fueron robadas del recientemente reinaugurado Colegio Nacional Vicente Rocafuerte. Los equipos portátiles fueron sacados de uno de ...|crime|10 nov. 2015|Investigan robo de computadoras en remodelado colegio de Guayaquil|2015.0
 | |Autoridades evalúan dos aulas de escuela tras denuncias de abuso sexual.|crime|11 oct. 2017|Autoridades evalúan dos aulas en escuela tras denuncias de abuso ...|2017.0
 | |Más niños muestran secuelas por casos de abuso en escuela de Guayaquil.|crime|18 oct. 2017|Más niños muestran secuelas por casos de abuso en escuela de ...|2017.0
 | |Los identificaron como un maestro de inglés y un inspector. Otros dos docentes fueron detenidos la tarde de este viernes 13 de octubre del 2017, en la escuela ...|crime|13 oct. 2017|Policía detuvo a otros 2 docentes por abuso sexual en escuela de ...|2017.0
 | |El abogado de la familia del menor dijo que las investigaciones deben determinar en qué lugar ocurrían los supuestos abusos, en una escuela de Guayaquil.|crime|4 dic. 2017|Una nueva denuncia de abuso sexual se registra en colegio privado ...|2017.0
 | |El secuestro de una niña de 12 años ocurrido el pasado 12 de junio en Cascales, provincia de Sucumbíos, es, según el ministro del Interior, Mauro Toscanini, ...|crime|3 jul. 2018|Hombre de 23 años se llevó a niña de escuela de Cascales; Ministro ...|2018.0
 | |Cuatro personas fueron detenidas la noche del viernes luego de un asalto perpretado en una farmacia...La policía fue alertada y pudo capturar a cuatro sujetos...|crime|10 ag. 2019|Cuatro detenidos por asalto en Manabí.|2019.0
El Comercio|ecuador_elcomercio_2015_1|El presidente venezolano, Nicolás Maduro, llegó, cerca del mediodía de este lunes 21 de septiembre, al aeropuerto Mariscal Sucre, en Tababela, para el ...|polit|21 Sep. 2015|Nicolás Maduro llegó a Ecuador|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2018_6|"""Ecuador es un amigo sincero y de confianza en América Latina"", señaló Yulin en declaraciones reproducidas por la Secretaría Nacional de Comunicación ..."|polit|20 Mar. 2018|Ecuador y China quieren profundizar su asociación estratégica integral|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_105|UU. en Ecuador, Todd Chapman, con quien se reunió hace algunas semanas. Aclaró, sin embargo, que no se trata de un encuentro para concretar un Tratado ...|polit|6 Jul. 2016|Ecuador retomará el acercamiento con EE.UU. en comercio|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_41|Ecuador pagará USD 980 millones a la petrolera estadounidense Oxy hasta abril de este año, tras la condena que le impuso un tribunal de arbitraje del Banco ...|polit|9 ene. 2016|Ecuador pagará USD 980 millones a Oxy por indemnización|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_6|Proclamar los resultados definitivos de la votación de la dignidad de Presidente y Vicepresidente del Ecuador y, consecuentemente, declarar electo, ...|polit|20 abr. 2017|El Pleno del CNE proclamó a Lenín Moreno presidente electo de ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_99|Los gobiernos de Ecuador y Emiratos Árabes Unidos suscribieron un acuerdo ... transporte, comercio, turismo y de la internacionalización de sus empresas en ...|polit|10 Nov. 2016|Ecuador y Emiratos Árabes firman acuerdo sobre asuntos tributarios|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_32|El Parlamento Europeo ratificó este miércoles 14 de diciembre de 2016 con amplia mayoría el tratado de libre comercio con Ecuador, que entrará en vigor el ...|polit|14 dic. 2016|Con 544 votos a favor el Parlamento europeo ratificó acuerdo ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_37|Chevron ganó en Estados Unidos este 8 de agosto una importante batalla en la saga judicial que le enfrenta a las autoridades de Ecuador, que le acusan de ...|polit|8 ago. 2016|Chevron gana en EE.UU. una importante batalla judicial contra Ecuador|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_38|El Ecuador tiene hasta hoy, 20 de julio del 2016, para pagar USD 96 millones a Chevron por un juicio de denegación de justicia. Sin embargo, el presidente ...|polit|20 Jul. 2016|Ecuador propuso a Chevron crear una cuenta en garantía para el ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_40|El presidente de China, Xi Jinping, visitará Ecuador este año, anunció este 4 de octubre del 2016 el canciller Guillaume Long, quien aseguro que la nación ...|polit|4 Oct. 2016|El presidente de China visitará Ecuador este año|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_19|El viceministro de Relaciones Exteriores, Fernando Yépez, convocó ayer, 5 de febrero del 2016, a su despacho al embajador de Turquía en Ecuador, Korkut ...|polit|6 Feb. 2016|Ecuador protesta por agresión de guardias turcos en visita de Erdogan|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_14|Mediante un comunicado emitido este 18 de octubre del 2016, la Cancillería ecuatoriana señaló que ha restringido temporalmente el acceso a parte de su ...|polit|18 Oct. 2016|Ecuador restringió temporalmente la comunicación en su Embajada ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_35|Luego de años de negociaciones y tropiezos, el Acuerdo Multipartes del Ecuador con la Unión Europea salió adelante. A falta de la ratificación en la Asamblea, ...|polit|17 dic. 2016|Acuerdo Ecuador-UE|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_12|... Carlos Poveda, presentó un escrito, al que EL COMERCIO tuvo acceso, ante la ... “El Gobierno del Ecuador respeta el principio de no intervención en los ...|polit|13 Nov. 2016|Julián Assange: 'No me someteré a ninguna diligencia'|2016.0
El Comercio|ecuador_elcomercio_2015_91|La presidenta de Chile, Michelle Bachelet, visitará Ecuador el 14 y 15 de octubre de 2015 con ocasión de celebrarse en Quito la cuarta reunión del Consejo ...|polit|8 Oct. 2015|Bachelet visitará Ecuador la próxima semana por reunión binacional|2015.0
El Comercio|ecuador_elcomercio_2015_29|Desde los inicios de la Revolución Ciudadana, China se ha convertido en el país con el cual Ecuador ha mantenido estrechas relaciones. La visita oficial del ...|polit|9 ene. 2015|China, el aliado estratégico de Ecuador|2015.0
El Comercio|ecuador_elcomercio_2015_55|Diego García, procurador del Estado, señaló que la prueba forense del Ecuador, que incluye la pericia de las computadoras del Juez que dictó la sentencia del ...|polit|12 May. 2015|Ecuador contestó a Chevron sobre supuesto fraude procesal|2015.0
El Comercio|ecuador_elcomercio_2015_62|El Tribunal Arbitral que conoce el caso Chevron III contra el Ecuador emitió hoy jueves 12 de marzo del 2015 un dictamen que reconoce parte de los ...|polit|12 Mar. 2015|Tribunal arbitral reconoce argumentos de Ecuador en litigio contra ...|2015.0
El Comercio|ecuador_elcomercio_2015_76|La Premio Nobel de la Paz guatemalteca Rigoberta Menchú dio hoy su apoyo a la campaña del gobierno ecuatoriano en rechazo a la contaminación que dejó ...|polit|3 Jun. 2015|Menchú respalda a Ecuador en campaña contra Chevron por ...|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_84|Ecuador advierte que las decisiones de Caracas no pueden ser ... para los Pueblos de Nuestra América – Tratado de Comercio de los Pueblos (ALBA-TCP).|polit|7 ago. 2017|Ecuador responde a decisión del Mercosur de suspender a Venezuela|2017.0
El Comercio|ecuador_elcomercio_2015_6|El canciller de Cuba, Bruno Rodríguez, viajó a Ecuador y Nicaragua los días 19 y 20 de noviembre, para tratar con sus presidentes, Rafael Correa y Daniel ...|polit|22 Nov. 2015|Canciller cubano visitó Ecuador y Nicaragua para abordar problema ...|2015.0
El Comercio|ecuador_elcomercio_2015_20|Colombia lo que hace es apoyar el ingreso de Ecuador al acuerdo con la Unión ... El comercio bilateral se redujo en el 2015 y las autoridades de ambos países ...|polit|15 dic. 2015|Colombia da espaldarazo al acuerdo de Ecuador con la UE|2015.0
El Comercio|ecuador_elcomercio_2015_33|Los boletines de prensa informativos fueron uniformes: la delegación oficial ecuatoriana que expuso la situación de las mujeres en el país ante las Naciones ...|polit|6 Mar. 2015|El aborto por violación vuelve al debate político|2015.0
El Comercio|ecuador_elcomercio_2015_41|En el parque El Arbolito, en el centro norte de Quito, se realizó la 'Asamblea Popular', que reunió a diversos movimientos sociales. Se escuchó por dos horas y ...|polit|21 ago. 2015|Dos horas y 40 minutos duró la 'Asamblea Popular'|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_15|Lenín Moreno, de Alianza País; Guillermo Lasso, de Creo; Cynthia Viteri, del Partido Social Cristiano; Paco Moncayo, de la Izquierda Democrática; Patricio ...|polit|17 dic. 2016|Siete candidatos a la Presidencia de Ecuador condenaron la violencia ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_54|... del próximo año, según una fuente confiable que informó a EL COMERCIO. ... pero indicó que hay muchos sectores dentro de Compromiso Ecuador (la ...|polit|23 Oct. 2016|Guillermo Lasso y Andrés Páez, el binomio presidencial de Creo|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_84|El secretario general de la Organización de Estados Americanos (OEA), Luis Almagro se reunió la tarde de este jueves 2 de junio del 2016 con nueve políticos ...|polit|2 Jun. 2016|Luis Almagro recibió a opositores políticos de Ecuador en Washington|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_46|El candidato a la Presidencia por Alianza País (AP), Lenín Moreno, fija seis propuestas electorales en la agenda que marcará su gobierno, en el caso de ganar ...|polit|17 Nov. 2016|Lenín Moreno plantea seis propuestas de gobierno|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_103|Para el presidenciable de Creo, Guillermo Lasso, hay al menos dos temas a los que Ecuador debe poner atención especial. Uno es el comercio y la inversión.|polit|9 Nov. 2016|Gobierno de Ecuador habla de respeto mutuo con la administración ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_2|Ecuador celebrará el próximo 2 de abril un balotaje entre el oficialista Lenín Moreno y el opositor Guillermo Lasso, tras el anuncio del presidente del Consejo ...|polit|21 Feb. 2017|Lenín Moreno 39,36% - Guillermo Lasso 28,09%, con 99,92% de ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_4|"El Consejo Nacional Electoral (CNE) de Ecuador tildó de ""campaña sucia"" el sábado 25 de marzo de 2017 la difusión de propaganda electoral en autobuses ..."|polit|26 Mar. 2017|Organismo electoral de Ecuador rechaza 'campaña sucia' contra ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_7|Fotografía cedida por la Vicepresidencia de Ecuador que muestra al ... en rueda de prensa el martes 1 de agosto de 2017, en Quito (Ecuador). ... El Comercio.|polit|3 ago. 2017|Jorge Glas cuestiona al presidente Lenín Moreno y dice que seguirá ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_29|La noticia de los allanamientos por el caso Odebrecht dio un vuelco a la agenda del primer gabinete itinerante presidido por Lenín Moreno. Tanto que, cuatro ...|polit|2 Jun. 2017|Remezón político en Ecuador por las acciones en caso Odebrecht|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_88|Al final del evento, varios candidatos a la Presidencia del Ecuador dieron sus ... Felicitaron a EL COMERCIO por la organización y destacaron que se trató de ...|polit|6 Feb. 2017|Tras el Diálogo Presidencial 2017, los candidatos se encontraron con ...|2017.0
El Comercio|ecuador_elcomercio_2018_34|El Gobierno del Ecuador, por intermedio de su ministro de Relaciones Exteriores, ... El libre comercio entre los países de la ALBA es ínfimo; por el contrario, los ...|polit|23 ago. 2018|Ecuador: adiós a ALBA|2018.0
La Hora (Ecuador)|ecuador_lahora_2018_6|“Hay que evitar que Vicuña someta al Ecuador, nuevamente, la vergüenza de tener un Vicepresidente con tacha de corrupción. Sería conveniente que le ...|polit|28 Nov. 2018|Vicuña acorralada por varios frentes|2018.0
El Comercio|ecuador_elcomercio_2015_32|Y sigue: “Mi relación con el movimiento indígena, con Carlos (Pérez) y con Ecuador son parte de mí. Soy profundamente ecuatoriana, lo cargaré toda la vida ...|polit|21 ago. 2015|La periodista Manuela Picq dejará Ecuador este 21 de agosto|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_5|Los presidentes de Ecuador, Rafael Correa, y de Argentina, Mauricio Macri, sostendrán una reunión en Quito el próximo jueves para tratar temas bilaterales, ...|polit|22 ene. 2016|Ecuador confirma encuentro entre Macri y Correa en Quito|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_9|El Presidente del dragón asiático señaló que su visita a Ecuador es la ... como son las inquietudes por el surgimiento de críticas al libre comercio y movimientos ...|polit|17 Nov. 2016|Xi Jinping llegó para sellar alianza integral|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_48|El ministro del Interior del Ecuador, José Serrano, fue condecorado este lunes 6 de junio del 2016 en Washington, por la Administración para el Control de ...|polit|6 Jun. 2016|La DEA condecora al ministro José Serrano por los resultados ...|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_16|La Asamblea Nacional recibió este miércoles 13 de septiembre del 2017 la notificación del primer viaje internacional del presidente Lenín Moreno desde que ...|polit|13 Sep. 2017|El presidente Lenín Moreno estará siete días en EE.UU.|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_18|El presidente de Ecuador Rafael Correa asumió la Presidencia del G77 más China, este 13 de enero del 2017 en Nueva York, Estados Unidos. El mandatario ...|polit|13 ene. 2017|Ecuador asume la presidencia del G77 y se compromete a promover ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_34|Desde 1998, Ecuador y Perú no habían tenido un solo incidente, luego de la ... Civil Fronteriza y expresidente de la Cámara de Comercio de Aguas Verdes ...|polit|10 Jul. 2017|Ecuador y Perú viven un 'impasse' luego de 19 años|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_38|"""Muy pronto se llevará a cabo el encuentro de los presidentes de Ecuador y Bolivia"", dijo en rueda de prensa el jefe de la diplomacia boliviana, que se ..."|polit|11 Sep. 2017|Presidentes de Ecuador y Bolivia se reunirán pronto, anuncian ministros|2017.0
